OWNER_CIK,OWNER_NAME,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Min_Transaction_Value,Avg_Transaction_Value,Max_Transaction_Value,Transaction_Count,Unique_Transaction_Years,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Avg_Days_Between_Transactions,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_SP500_18M,Pct_Positive_vs_Sector_6M,Pct_Positive_vs_Sector_1Y,Pct_Positive_vs_Sector_18M,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Total_Transaction_Value,Bull_Market_Transactions,Bull_Market_Avg_Return_6M,Bull_Market_vs_SP500_6M,Bull_Market_vs_Sector_6M,Bull_Market_Win_Rate,Bear_Market_Transactions,Bear_Market_Avg_Return_6M,Bear_Market_vs_SP500_6M,Bear_Market_vs_Sector_6M,Bear_Market_Win_Rate,Market_Timing_Score,Most_Common_Company_Market_Cap,Most_Common_Company_Cap_Category,Pct_Mega_Cap_Trades,Pct_Large_Cap_Trades,Pct_Mid_Cap_Trades,Pct_Small_Cap_Trades,Pct_Micro_Cap_Trades,Preferred_Cap_Category,Avg_Market_Cap,Median_Market_Cap
1415303,Brutto Daniel J,25%,26%,29%,6%,5%,6%,-25%,-26%,-29%,-6%,-5%,-6%,129850,129850,129850,1,1,2017,2017,0.0,0%,0%,0%,100%,100%,100%,1,SYY,Consumer Staples,51.94,0,0,0,0,0,0,0,0,0,0,0,37878435840,Large Cap,0,100,0,0,0,Large Cap,37878435840,37878435840
1415357,Hao Kenneth,28%,29%,30%,12%,13%,14%,-28%,-29%,-30%,-12%,-13%,-14%,17430.5,8547848.644,30262487.12,10,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,AVGO,Information Technology,2.47E-74,0,0,0,0,0,0,0,0,0,0,0,757008000000,Mega Cap,100,0,0,0,0,Mega Cap,7.57008E+11,7.57008E+11
1415534,King Donnie,44%,52%,59%,7%,8%,9%,-44%,-52%,-59%,-7%,-8%,-9%,500422.5,500422.5,500422.5,1,1,2023,2023,0.0,0%,0%,0%,100%,0%,0%,1,TSN,Consumer Staples,48.35,0,0,0,0,0,0,0,0,0,0,0,22935490560,Large Cap,0,100,0,0,0,Large Cap,22935490560,22935490560
1415834,FARLEY JR JAMES D,34%,42%,46%,12%,14%,16%,-34%,-42%,-46%,-12%,-14%,-16%,1000093.5,1000093.5,1000093.5,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,F,Consumer Discretionary,5.13,0,0,0,0,0,0,0,0,0,0,0,44114644992,Large Cap,0,100,0,0,0,Large Cap,44114644992,44114644992
1415959,Reeg Thomas,42%,45%,49%,13%,12%,14%,-42%,-45%,-49%,-13%,-12%,-14%,370725,542262.5,713800,2,2,2022,2023,463.0,50%,50%,0%,50%,50%,0%,1,CZR,Consumer Discretionary,120.81,0,0,0,0,0,0,0,0,0,0,0,8178355712,Mid Cap,0,0,100,0,0,Mid Cap,8178355712,8178355712
1416390,CAHILLANE STEVEN A,30%,33%,35%,6%,6%,6%,-30%,-33%,-35%,-6%,-6%,-6%,189035.64,846149.6725,1098554.75,4,3,2017,2020,58.3,25%,0%,0%,50%,0%,0%,1,K,Consumer Staples,177.4878301,0,0,0,0,0,0,0,0,0,0,0,28020498432,Large Cap,0,100,0,0,0,Large Cap,28020498432,28020498432
1416453,Young Ray G,28%,29%,32%,5%,5%,6%,-28%,-29%,-32%,-5%,-5%,-6%,99435,138279.4286,256560,7,5,2014,2020,-106.2,14%,43%,14%,14%,14%,14%,2,ADM,Consumer Staples,265.6008028,0,0,0,0,0,0,0,0,0,0,0,26127955968,Large Cap,0,100,0,0,0,Large Cap,24502258249,26127955968
1416750,Fernandez Henry A,59%,59%,59%,8%,8%,8%,-59%,-59%,-59%,-8%,-8%,-8%,229740,672995.0511,2011824.88,9,1,2024,2024,0.0,0%,0%,0%,0%,0%,0%,1,MSCI,Financials,4180.76,0,0,0,0,0,0,0,0,0,0,0,47777492992,Large Cap,0,100,0,0,0,Large Cap,47777492992,47777492992
1416752,Pettit CD Baer,59%,59%,59%,8%,8%,8%,-59%,-59%,-59%,-8%,-8%,-8%,3445575,3445575,3445575,1,1,2024,2024,0.0,0%,0%,0%,0%,0%,0%,1,MSCI,Financials,459.41,0,0,0,0,0,0,0,0,0,0,0,47777492992,Large Cap,0,100,0,0,0,Large Cap,47777492992,47777492992
1418226,"Silver Lake Group, L.L.C.",28%,29%,30%,12%,13%,14%,-28%,-29%,-30%,-12%,-13%,-14%,17430.5,8547848.644,30262487.12,10,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,AVGO,Information Technology,2.47E-74,0,0,0,0,0,0,0,0,0,0,0,757008000000,Mega Cap,100,0,0,0,0,Mega Cap,7.57008E+11,7.57008E+11
1418280,Parrett William G,21%,23%,24%,6%,6%,7%,-21%,-23%,-24%,-6%,-6%,-7%,114880,124520,134160,2,1,2015,2015,0.0,0%,0%,0%,0%,50%,0%,2,BX,Financials,162.88,0,0,0,0,0,0,0,0,0,0,0,229260000000,Mega Cap,100,0,0,0,0,Mega Cap,2.15922E+11,2.15922E+11
1418483,Jansen James C,40%,44%,47%,8%,9%,10%,-40%,-44%,-47%,-8%,-9%,-10%,48920,48920,48920,1,1,2022,2022,0.0,0%,0%,0%,0%,0%,0%,1,FAST,Industrials,48.92,0,0,0,0,0,0,0,0,0,0,0,47956336640,Large Cap,0,100,0,0,0,Large Cap,47956336640,47956336640
1418484,Hein LeLand J,20%,20%,21%,5%,5%,5%,-20%,-20%,-21%,-5%,-5%,-5%,203734,203734,203734,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,FAST,Industrials,3.29E-16,0,0,0,0,0,0,0,0,0,0,0,47956336640,Large Cap,0,100,0,0,0,Large Cap,47956336640,47956336640
1418812,"VA Partners I, LLC",30%,31%,33%,12%,13%,15%,-30%,-31%,-33%,-12%,-13%,-15%,227375.85,14385014.45,99796760,60,7,2014,2024,-26.2,17%,12%,0%,20%,23%,13%,6,STX,Information Technology,2269.85,0,0,0,0,0,0,0,0,0,0,0,21434335232,Large Cap,23.33333333,45,10,0,21.66666667,Large Cap,9.12523E+11,21434335232
1418813,"ValueAct Holdings GP, LLC",30%,31%,33%,12%,13%,15%,-30%,-31%,-33%,-12%,-13%,-15%,227375.85,14385014.45,99796760,60,7,2014,2024,-26.2,17%,12%,0%,20%,23%,13%,6,STX,Information Technology,2269.85,0,0,0,0,0,0,0,0,0,0,0,21434335232,Large Cap,23.33333333,45,10,0,21.66666667,Large Cap,9.12523E+11,21434335232
1418814,"ValueAct Holdings, L.P.",30%,31%,33%,12%,13%,15%,-30%,-31%,-33%,-12%,-13%,-15%,227375.85,14385014.45,99796760,60,7,2014,2024,-26.2,17%,12%,0%,20%,23%,13%,6,STX,Information Technology,2269.85,0,0,0,0,0,0,0,0,0,0,0,21434335232,Large Cap,23.33333333,45,10,0,21.66666667,Large Cap,9.12523E+11,21434335232
1419882,Huskins Priya Cherian,42%,46%,41%,3%,3%,3%,-42%,-46%,-41%,-3%,-3%,-3%,356.04,1312.5825,4020.72,4,2,2020,2021,-13.0,0%,0%,0%,0%,0%,0%,1,O,Real Estate,209.0672595,0,0,0,0,0,0,0,0,0,0,0,51042308096,Large Cap,0,100,0,0,0,Large Cap,51042308096,51042308096
1420489,BANCROFT NATALIE,21%,21%,19%,2%,2%,2%,-21%,-21%,-19%,-2%,-2%,-2%,25290,25290,25290,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,NWS,Communication Services,16.86,0,0,0,0,0,0,0,0,0,0,0,17017423872,Large Cap,0,100,0,0,0,Large Cap,17017423872,17017423872
1420673,Ayers Andrea J.,40%,45%,48%,8%,9%,10%,-40%,-45%,-48%,-8%,-9%,-10%,1483195,1483195,1483195,2,1,2022,2022,0.0,100%,0%,0%,0%,0%,0%,1,SWK,Industrials,191.38,0,0,0,0,0,0,0,0,0,0,0,13839256576,Large Cap,0,100,0,0,0,Large Cap,13839256576,13839256576
1421559,Chiang Willie CW,59%,59%,59%,12%,12%,12%,-59%,-59%,-59%,-12%,-12%,-12%,495000,495000,495000,1,1,2024,2024,0.0,0%,0%,0%,0%,0%,0%,1,DAL,Industrials,49.5,0,0,0,0,0,0,0,0,0,0,0,41181835264,Large Cap,0,100,0,0,0,Large Cap,41181835264,41181835264
1421920,Popowich James L.,22%,23%,25%,3%,3%,3%,-22%,-23%,-25%,-3%,-3%,-3%,70710,70710,70710,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,MOS,Materials,23.57,0,0,0,0,0,0,0,0,0,0,0,8404886016,Mid Cap,0,0,100,0,0,Mid Cap,8404886016,8404886016
1422599,Frank Joshua D.,27%,30%,32%,6%,6%,6%,-27%,-30%,-32%,-6%,-6%,-6%,48900,10812711.52,26127922.8,13,4,2015,2020,135.3,0%,0%,0%,46%,31%,31%,1,SYY,Consumer Staples,633.24,0,0,0,0,0,0,0,0,0,0,0,37878435840,Large Cap,0,100,0,0,0,Large Cap,37878435840,37878435840
1423061,Desroches Pascal,47%,39%,40%,3%,2%,2%,-47%,-39%,-40%,-3%,-2%,-2%,581,117927.714,496155.2,5,1,2021,2021,-0.3,0%,100%,100%,0%,100%,100%,1,T,Communication Services,6.09E-13,0,0,0,0,0,0,0,0,0,0,0,166969000000,Large Cap,0,100,0,0,0,Large Cap,1.66969E+11,1.66969E+11
1423154,Morris Maria R,25%,28%,28%,4%,5%,5%,-25%,-28%,-28%,-4%,-5%,-5%,46360,46360,46360,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,SPGI,Financials,115.9,0,0,0,0,0,0,0,0,0,0,0,162244000000,Large Cap,0,100,0,0,0,Large Cap,1.62244E+11,1.62244E+11
1423302,Nadkarni Gurudatta D,31%,33%,35%,3%,3%,3%,-31%,-33%,-35%,-3%,-3%,-3%,2078.448,3846.644258,10407.9393,114,11,2013,2023,-24.3,27%,20%,11%,32%,34%,18%,1,ED,Utilities,8707.84,0,0,0,0,0,0,0,0,0,0,0,35188596736,Large Cap,0,100,0,0,0,Large Cap,35188596736,35188596736
1423599,Kasarda John D.,21%,21%,21%,5%,5%,5%,-21%,-21%,-21%,-5%,-5%,-5%,99998.22,99998.22,99998.22,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,ODFL,Industrials,0.78037037,0,0,0,0,0,0,0,0,0,0,0,48066940928,Large Cap,0,100,0,0,0,Large Cap,48066940928,48066940928
1424842,Murcray Scott,28%,29%,30%,4%,4%,4%,-28%,-29%,-30%,-4%,-4%,-4%,98000,98000,98000,1,1,2018,2018,0.0,100%,0%,0%,100%,100%,100%,1,AXP,Financials,0.28,0,0,0,0,0,0,0,0,0,0,0,214630000000,Mega Cap,100,0,0,0,0,Mega Cap,2.1463E+11,2.1463E+11
1425092,SCHLOTTERBECK STEVEN T,27%,28%,24%,5%,6%,4%,-27%,-28%,-24%,-5%,-6%,-4%,104280,104280,104280,1,1,2017,2017,0.0,0%,0%,100%,0%,0%,100%,1,EQT,Energy,2.61E-09,0,0,0,0,0,0,0,0,0,0,0,27113322496,Large Cap,0,100,0,0,0,Large Cap,27113322496,27113322496
1425395,Thompson Thomas Nichols,37%,42%,46%,5%,6%,7%,-37%,-42%,-46%,-5%,-6%,-7%,150000,200000,250000,2,1,2020,2020,-72.0,0%,0%,0%,0%,0%,0%,1,TFC,Financials,50,0,0,0,0,0,0,0,0,0,0,0,63389126656,Large Cap,0,100,0,0,0,Large Cap,63389126656,63389126656
1425727,Monaco Albert,40%,44%,45%,2%,3%,3%,-40%,-44%,-45%,-2%,-3%,-3%,115290,180683.3333,291100,3,2,2020,2022,-314.5,67%,0%,0%,67%,67%,67%,1,WY,Real Estate,106.3,0,0,0,0,0,0,0,0,0,0,0,23504926720,Large Cap,0,100,0,0,0,Large Cap,23504926720,23504926720
1426517,Billing Duncan,20%,21%,21%,6%,6%,6%,-20%,-21%,-21%,-6%,-6%,-6%,11732.88,11732.88,11732.88,1,1,2015,2015,0.0,100%,100%,0%,0%,0%,0%,1,HAS,Consumer Discretionary,77.19,0,0,0,0,0,0,0,0,0,0,0,9088489472,Mid Cap,0,0,100,0,0,Mid Cap,9088489472,9088489472
1426584,Ingram Robert C III,21%,21%,22%,3%,3%,4%,-21%,-21%,-22%,-3%,-3%,-4%,84214.6,99875,115535.4,2,1,2015,2015,-1.0,50%,0%,0%,50%,100%,0%,1,ERIE,Financials,159.8,0,0,0,0,0,0,0,0,0,0,0,22909251584,Large Cap,0,100,0,0,0,Large Cap,22909251584,22909251584
1426641,Scanlon Jennifer F.,33%,32%,38%,7%,6%,7%,-33%,-32%,-38%,-7%,-6%,-7%,100548,100548,100548,1,1,2019,2019,0.0,0%,0%,0%,0%,100%,0%,1,NSC,Industrials,191.52,0,0,0,0,0,0,0,0,0,0,0,62408306688,Large Cap,0,100,0,0,0,Large Cap,62408306688,62408306688
1427404,Pimentel Armando Jr,44%,50%,56%,3%,3%,4%,-44%,-50%,-56%,-3%,-3%,-4%,995808,995808,995808,1,1,2023,2023,0.0,0%,0%,0%,100%,100%,0%,1,NEE,Utilities,75.44,0,0,0,0,0,0,0,0,0,0,0,161777000000,Large Cap,0,100,0,0,0,Large Cap,1.61777E+11,1.61777E+11
1428312,Pappas Christopher D,31%,30%,36%,3%,3%,3%,-31%,-30%,-36%,-3%,-3%,-3%,4113,61709.5,119306,2,1,2019,2019,0.0,0%,0%,0%,0%,0%,0%,1,FE,Utilities,82.27,0,0,0,0,0,0,0,0,0,0,0,24562626560,Large Cap,0,100,0,0,0,Large Cap,24562626560,24562626560
1428577,Freeland Clint,31%,29%,35%,4%,3%,4%,-31%,-29%,-35%,-4%,-3%,-4%,100300,100300,100300,1,1,2019,2019,0.0,0%,0%,0%,0%,100%,0%,1,MOS,Materials,23.6,0,0,0,0,0,0,0,0,0,0,0,8404886016,Mid Cap,0,0,100,0,0,Mid Cap,8404886016,8404886016
1428578,Gutierrez Mauricio,38%,41%,46%,3%,3%,3%,-38%,-41%,-46%,-3%,-3%,-3%,591,23250.60071,480450,28,6,2012,2022,-37.3,7%,7%,4%,18%,7%,7%,1,NRG,Utilities,629.7,0,0,0,0,0,0,0,0,0,0,0,20582731776,Large Cap,0,100,0,0,0,Large Cap,20582731776,20582731776
1428717,Zielinski Miroslaw,27%,29%,30%,6%,6%,6%,-27%,-29%,-30%,-6%,-6%,-6%,489360,489360,489360,1,1,2018,2018,0.0,100%,0%,0%,0%,0%,0%,1,PM,Consumer Staples,81.56,0,0,0,0,0,0,0,0,0,0,0,206886000000,Mega Cap,100,0,0,0,0,Mega Cap,2.06886E+11,2.06886E+11
1430474,Marchionne Sergio,21%,21%,20%,5%,5%,5%,-21%,-21%,-20%,-5%,-5%,-5%,79700,84832,87980,5,1,2014,2014,-30.8,0%,0%,20%,0%,0%,0%,1,PM,Consumer Staples,424.16,0,0,0,0,0,0,0,0,0,0,0,206886000000,Mega Cap,100,0,0,0,0,Mega Cap,2.06886E+11,2.06886E+11
1431675,Stein Kevin M,29%,28%,28%,6%,6%,6%,-29%,-28%,-28%,-6%,-6%,-6%,399776.13,399776.13,399776.13,1,1,2018,2018,0.0,0%,0%,0%,0%,100%,100%,1,TDG,Industrials,296.79,0,0,0,0,0,0,0,0,0,0,0,70455001088,Large Cap,0,100,0,0,0,Large Cap,70455001088,70455001088
1432602,You Harry L.,52%,56%,59%,38%,43%,46%,-52%,-56%,-59%,-38%,-43%,-46%,858960,858960,858960,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,AVGO,Information Technology,8.59E-75,0,0,0,0,0,0,0,0,0,0,0,757008000000,Mega Cap,100,0,0,0,0,Mega Cap,7.57008E+11,7.57008E+11
1432864,HUERTA MICHAEL P,36%,38%,43%,7%,7%,9%,-36%,-38%,-43%,-7%,-7%,-9%,23040,40927.25,58814.5,2,2,2020,2021,477.0,50%,50%,50%,50%,50%,50%,1,DAL,Industrials,103.46,0,0,0,0,0,0,0,0,0,0,0,41181835264,Large Cap,0,100,0,0,0,Large Cap,41181835264,41181835264
1432981,McCullough Howell D. III,22%,23%,25%,3%,4%,4%,-22%,-23%,-25%,-3%,-4%,-4%,215000,215000,215000,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,HBAN,Financials,8.6,0,0,0,0,0,0,0,0,0,0,0,26165108736,Large Cap,0,100,0,0,0,Large Cap,26165108736,26165108736
1433376,Elcan Patricia F,37%,42%,45%,14%,15%,15%,-37%,-42%,-45%,-14%,-15%,-15%,31025,47794.75,64564.5,2,2,2019,2022,-1084.0,0%,0%,0%,0%,0%,0%,1,HCA,Health Care,322.76,0,0,0,0,0,0,0,0,0,0,0,82883837952,Large Cap,0,100,0,0,0,Large Cap,82883837952,82883837952
1433667,Albrecht William E,27%,29%,31%,4%,5%,5%,-27%,-29%,-31%,-4%,-5%,-5%,154800,262720,370640,2,2,2017,2019,-850.0,50%,0%,0%,50%,50%,100%,1,HAL,Energy,65.68,0,0,0,0,0,0,0,0,0,0,0,28006629376,Large Cap,0,100,0,0,0,Large Cap,28006629376,28006629376
1433837,Mills William,22%,23%,24%,3%,4%,4%,-22%,-23%,-24%,-3%,-4%,-4%,912500,912500,912500,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,C,Financials,912.5,0,0,0,0,0,0,0,0,0,0,0,134034000000,Large Cap,0,100,0,0,0,Large Cap,1.34034E+11,1.34034E+11
1433990,Callahan Don,22%,23%,24%,3%,4%,4%,-22%,-23%,-24%,-3%,-4%,-4%,100413.6,150070.8,199728,2,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,C,Financials,59.12,0,0,0,0,0,0,0,0,0,0,0,134034000000,Large Cap,0,100,0,0,0,Large Cap,1.34034E+11,1.34034E+11
1434505,Hinman Jacqueline C.,40%,40%,45%,5%,5%,5%,-40%,-40%,-45%,-5%,-5%,-5%,175110,175110,175110,1,1,2022,2022,0.0,100%,100%,0%,100%,0%,0%,1,DOW,Materials,58.37,0,0,0,0,0,0,0,0,0,0,0,31252092928,Large Cap,0,100,0,0,0,Large Cap,31252092928,31252092928
1434733,Jesanis Michael E,25%,28%,28%,3%,3%,3%,-25%,-28%,-28%,-3%,-3%,-3%,52880,161620,270360,2,1,2017,2017,-217.0,0%,0%,0%,50%,50%,0%,1,NI,Utilities,48.97,0,0,0,0,0,0,0,0,0,0,0,17779611648,Large Cap,0,100,0,0,0,Large Cap,17779611648,17779611648
1434806,MOLLENKOPF STEVEN M,28%,32%,34%,7%,8%,9%,-28%,-32%,-34%,-7%,-8%,-9%,100027.2,300769.37,1001247.65,6,5,2015,2023,367.0,33%,17%,17%,33%,0%,0%,3,BA,Industrials,5.07E+45,0,0,0,0,0,0,0,0,0,0,0,116296000000,Large Cap,0,100,0,0,0,Large Cap,1.39744E+11,1.16296E+11
1434812,DOUGLAS MARK,36%,41%,47%,4%,5%,5%,-36%,-41%,-47%,-4%,-5%,-5%,27086.41,235444.15,476099.13,4,3,2018,2023,574.3,75%,50%,50%,100%,75%,50%,1,FMC,Materials,317.4225132,0,0,0,0,0,0,0,0,0,0,0,7427730944,Mid Cap,0,0,100,0,0,Mid Cap,7427730944,7427730944
1434957,BLUE ROBERT M,49%,49%,48%,4%,4%,4%,-49%,-49%,-48%,-4%,-4%,-4%,249312,624312.6548,1000070.019,4,3,2021,2024,-84.0,50%,50%,50%,0%,0%,25%,1,D,Utilities,269.04,0,0,0,0,0,0,0,0,0,0,0,50148589568,Large Cap,0,100,0,0,0,Large Cap,50148589568,50148589568
1435059,Lawler Mary Katherine,19%,22%,24%,5%,5%,6%,-19%,-22%,-24%,-5%,-5%,-6%,149203.99,149203.99,149203.99,1,1,2015,2015,0.0,0%,0%,0%,0%,0%,0%,1,ITW,Industrials,82.57,0,0,0,0,0,0,0,0,0,0,0,81951653888,Large Cap,0,100,0,0,0,Large Cap,81951653888,81951653888
1438538,Szyman Catherine M.,24%,26%,27%,9%,10%,10%,-24%,-26%,-27%,-9%,-10%,-10%,328486.86,536853.51,745220.16,2,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,EW,Health Care,0.686419753,0,0,0,0,0,0,0,0,0,0,0,42506903552,Large Cap,0,100,0,0,0,Large Cap,42506903552,42506903552
1439155,Meyer William Mark,32%,30%,36%,4%,3%,3%,-32%,-30%,-36%,-4%,-3%,-3%,51840,51840,51840,1,1,2019,2019,0.0,0%,0%,0%,0%,100%,100%,1,APA,Energy,25.92,0,0,0,0,0,0,0,0,0,0,0,8379299840,Mid Cap,0,0,100,0,0,Mid Cap,8379299840,8379299840
1439708,Cary A. Bray Jr.,26%,27%,25%,5%,5%,4%,-26%,-27%,-25%,-5%,-5%,-4%,16385.66,83982.805,1209186.88,24,6,2014,2019,-63.6,17%,17%,13%,46%,50%,63%,1,EQT,Energy,39.63000008,0,0,0,0,0,0,0,0,0,0,0,27113322496,Large Cap,0,100,0,0,0,Large Cap,27113322496,27113322496
1439796,Dawkins Alwyn,35%,38%,45%,22%,23%,28%,-35%,-38%,-45%,-22%,-23%,-28%,216487.5,216487.5,216487.5,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,IT,Information Technology,125.5,0,0,0,0,0,0,0,0,0,0,0,40050442240,Large Cap,0,100,0,0,0,Large Cap,40050442240,40050442240
1442049,Wine Scott W.,42%,51%,59%,5%,7%,8%,-42%,-51%,-59%,-5%,-7%,-8%,999888.3,999888.3,999888.3,1,1,2023,2023,0.0,0%,0%,0%,100%,0%,0%,1,USB,Financials,32.85,0,0,0,0,0,0,0,0,0,0,0,83430293504,Large Cap,0,100,0,0,0,Large Cap,83430293504,83430293504
1442083,LEVIN JOSEPH,20%,22%,24%,2%,2%,2%,-20%,-22%,-24%,-2%,-2%,-2%,600000,600000,600000,1,1,2015,2015,0.0,100%,0%,0%,0%,0%,0%,1,MTCH,Communication Services,0.001857669,0,0,0,0,0,0,0,0,0,0,0,8220720128,Mid Cap,0,0,100,0,0,Mid Cap,8220720128,8220720128
1443147,Hayes Robin,42%,46%,37%,6%,6%,5%,-42%,-46%,-37%,-6%,-6%,-5%,40000,40000,40000,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,KEY,Financials,16,0,0,0,0,0,0,0,0,0,0,0,19349833728,Large Cap,0,100,0,0,0,Large Cap,19349833728,19349833728
1443238,Lillis Terrance,41%,47%,50%,5%,6%,7%,-41%,-47%,-50%,-5%,-6%,-7%,22870,28757.5,41310,4,3,2020,2023,183.0,25%,25%,0%,25%,25%,25%,1,CFG,Financials,115.03,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1444295,de Saint-Aignan Patrick,30%,31%,34%,5%,4%,5%,-30%,-31%,-34%,-5%,-4%,-5%,24620,29585.55556,36975,9,3,2015,2019,185.0,11%,0%,0%,11%,89%,11%,1,STT,Financials,532.54,0,0,0,0,0,0,0,0,0,0,0,28960364544,Large Cap,0,100,0,0,0,Large Cap,28960364544,28960364544
1444604,Jibson Ron W,24%,26%,27%,3%,3%,3%,-24%,-26%,-27%,-3%,-3%,-3%,248430,248430,248430,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,D,Utilities,70.98,0,0,0,0,0,0,0,0,0,0,0,50148589568,Large Cap,0,100,0,0,0,Large Cap,50148589568,50148589568
1444691,Miron Steven A,46%,48%,55%,2%,3%,3%,-46%,-48%,-55%,-2%,-3%,-3%,960875,960875,960875,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,CHTR,Communication Services,384.35,0,0,0,0,0,0,0,0,0,0,0,56442068992,Large Cap,0,100,0,0,0,Large Cap,56442068992,56442068992
1445607,DeSanctis Ellen,20%,23%,24%,5%,5%,5%,-20%,-23%,-24%,-5%,-5%,-5%,202500,275935,349370,2,2,2015,2016,363.0,50%,0%,0%,50%,50%,50%,1,COP,Energy,90.41,0,0,0,0,0,0,0,0,0,0,0,140144000000,Large Cap,0,100,0,0,0,Large Cap,1.40144E+11,1.40144E+11
1446349,Hartnett Joseph J,27%,30%,31%,9%,10%,10%,-27%,-30%,-31%,-9%,-10%,-10%,18625,34795,55940,3,2,2014,2020,-1017.0,0%,0%,0%,0%,0%,0%,1,GRMN,Consumer Discretionary,204.99,0,0,0,0,0,0,0,0,0,0,0,40824512512,Large Cap,0,100,0,0,0,Large Cap,40824512512,40824512512
1446800,Christensen Robert J.,21%,24%,26%,5%,6%,6%,-21%,-24%,-26%,-5%,-6%,-6%,18844.2,18844.2,18844.2,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,PCAR,Industrials,10.88395062,0,0,0,0,0,0,0,0,0,0,0,61343215616,Large Cap,0,100,0,0,0,Large Cap,61343215616,61343215616
1446902,Trebilcock James R.,28%,29%,31%,6%,6%,7%,-28%,-29%,-31%,-6%,-6%,-7%,676745.84,676745.84,676745.84,1,1,2018,2018,0.0,100%,0%,0%,0%,0%,0%,1,KDP,Consumer Staples,22.76,0,0,0,0,0,0,0,0,0,0,0,44288094208,Large Cap,0,100,0,0,0,Large Cap,44288094208,44288094208
1446950,Daniels C. Bryan,51%,59%,59%,7%,8%,8%,-51%,-59%,-59%,-7%,-8%,-8%,1503495,1503495,1503495,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,FITB,Financials,23.31,0,0,0,0,0,0,0,0,0,0,0,32293390336,Large Cap,0,100,0,0,0,Large Cap,32293390336,32293390336
1448903,Mikells Kathryn A,33%,36%,42%,4%,5%,6%,-33%,-36%,-42%,-4%,-5%,-6%,31800,140650,249500,2,2,2014,2020,1941.0,0%,0%,0%,50%,0%,50%,1,HIG,Financials,89.65,0,0,0,0,0,0,0,0,0,0,0,35871125504,Large Cap,0,100,0,0,0,Large Cap,35871125504,35871125504
1449353,Sakkab Nabil Y,23%,25%,27%,5%,6%,6%,-23%,-25%,-27%,-5%,-6%,-6%,52033.44,157768.06,255786.08,4,3,2015,2019,-337.0,0%,0%,0%,25%,0%,0%,1,MO,Consumer Staples,222.17,0,0,0,0,0,0,0,0,0,0,0,97858330624,Large Cap,0,100,0,0,0,Large Cap,97858330624,97858330624
1449506,Bible Daryl N.,47%,55%,59%,6%,7%,8%,-47%,-55%,-59%,-6%,-7%,-8%,56055,440332.5,939120,4,1,2023,2023,48.7,0%,0%,0%,0%,0%,0%,1,MTB,Financials,464.79,0,0,0,0,0,0,0,0,0,0,0,36635373568,Large Cap,0,100,0,0,0,Large Cap,36635373568,36635373568
1449522,Ryerkerk Lori,36%,41%,47%,7%,9%,9%,-36%,-41%,-47%,-7%,-9%,-9%,46266,46266,46266,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,ETN,Industrials,77.11,0,0,0,0,0,0,0,0,0,0,0,148366000000,Large Cap,0,100,0,0,0,Large Cap,1.48366E+11,1.48366E+11
1450084,"Realty Advisors, LLC",21%,21%,24%,6%,6%,7%,-21%,-21%,-24%,-6%,-6%,-7%,35437.85,35437.85,35437.85,1,1,2015,2015,0.0,100%,100%,0%,100%,100%,0%,1,RL,Consumer Discretionary,6.65,0,0,0,0,0,0,0,0,0,0,0,13827445760,Large Cap,0,100,0,0,0,Large Cap,13827445760,13827445760
